primaryTitle,genres,directors,writers,averageRating,gross
Grumpier Old Men,"['Comedy', 'Romance']",['nm0222043'],['nm0425756'],6.6,71518503
Grumpy Old Men,"['Comedy', 'Drama', 'Romance']",['nm0677953'],['nm0425756'],7.0,70172621
Guardians of the Galaxy,"['Action', 'Adventure', 'Comedy']",['nm0348181'],"['nm0348181', 'nm2270979', 'nm3966115', 'nm5037683', 'nm2757098', 'nm0317493', 'nm4160687', 'nm1921680', 'nm3238648', 'nm0314153', 'nm0562554']",8.1,770867516
Guarding Tess,"['Comedy', 'Drama']",['nm0933505'],"['nm0933505', 'nm0868242']",6.2,27023278
Guess Who,"['Comedy', 'Romance']",['nm0838198'],"['nm0741740', 'nm0740115', 'nm0771065', 'nm0865847']",5.9,102115888
Guilty as Sin,"['Crime', 'Drama', 'Thriller']",['nm0001486'],['nm0169540'],5.6,22622537
Gulliver's Travels,"['Adventure', 'Comedy', 'Family']",['nm1224299'],"['nm0830294', 'nm0831557', 'nm0842605']",4.9,232017848
Hacksaw Ridge,"['Biography', 'Drama', 'History']",['nm0000154'],"['nm0770938', 'nm0460795']",8.1,168940583
Hairspray,"['Comedy', 'Drama', 'Music']",['nm0788202'],"['nm0228908', 'nm0000691', 'nm1764916', 'nm0576070']",6.7,203035572
Hall Pass,"['Comedy', 'Romance']","['nm0268370', 'nm0268380']","['nm0971919', 'nm0268380', 'nm0055937', 'nm0268370']",5.9,87173475
Hall Pass,['Drama'],"['nm4373978', 'nm4373475']",['nm4373475'],8.0,87173475
Halloween,"['Horror', 'Thriller']",['nm0337773'],"['nm2171769', 'nm1144419', 'nm0337773', 'nm0000118', 'nm0384185']",7.0,77514401
Halloween,"['Fantasy', 'Horror']",['nm0957772'],"['nm0957772', 'nm0000118', 'nm0384185']",6.1,77514401
Halloween: Resurrection,"['Horror', 'Thriller']",['nm0742819'],"['nm0384185', 'nm0000118', 'nm0104487', 'nm0393517']",4.1,37659652
Hamlet,['Drama'],['nm4342032'],"['nm4342032', 'nm0000636']",5.4,22493727
Hamlet,['Drama'],"['nm7646927', 'nm0162376']",['nm0000636'],8.1,22493727
Hamlet,['Drama'],['nm0521730'],['nm0000636'],8.6,22493727
Hamlet,['Drama'],"['nm6896200', 'nm1064423']",['nm0000636'],6.4,22493727
Hamlet,['Drama'],['nm2734678'],"['nm2734678', 'nm5369011']",5.7,22493727
Hamlet,['Drama'],['nm0708873'],"['nm0708873', 'nm0000636']",5.6,22493727
Hamlet,"['Drama', 'Thriller']",['nm1427420'],"['nm1427420', 'nm0000636']",6.9,22493727
Hamlet,['Drama'],['nm2168077'],"['nm9165352', 'nm2168077', 'nm0000636', 'nm0954217']",5.7,22493727
Hamlet,"['Drama', 'Horror', 'Mystery']",['nm0146910'],"['nm0146910', 'nm0000636']",5.3,22493727
Hamlet,"['Drama', 'Romance', 'Thriller']",['nm0021899'],"['nm0000636', 'nm0021899']",6.0,22493727
Hamlet,['Drama'],['nm0000110'],"['nm0000636', 'nm0000110']",7.8,22493727
Hamlet,['Drama'],['nm0001874'],"['nm0000636', 'nm0212246', 'nm0001874']",6.8,22493727
Hancock,"['Action', 'Drama', 'Fantasy']",['nm0000916'],"['nm1378206', 'nm0319213']",6.4,624234272
Hanging Up,"['Comedy', 'Drama']",['nm0000473'],"['nm0258286', 'nm0001188']",4.8,51867723
Hanna,"['Action', 'Drama', 'Thriller']",['nm0942504'],"['nm2605946', 'nm1016333']",6.8,65343694
Hannibal,"['Crime', 'Drama', 'Thriller']",['nm0000631'],"['nm0365383', 'nm0000519', 'nm0001873']",6.8,350100280
Hannibal,['\\N'],['nm0821151'],['\\N'],5.1,350100280
Hannibal Rising,"['Adventure', 'Crime', 'Drama']",['nm0916424'],['nm0365383'],6.2,80583311
Hansel & Gretel: Witch Hunters,"['Action', 'Fantasy', 'Horror']",['nm2482088'],"['nm2482088', 'nm0342278', 'nm0342303']",6.1,214949716
Happy Feet,"['Adventure', 'Animation', 'Comedy']","['nm0606688', 'nm0004306', 'nm0171253']","['nm0004306', 'nm0171722', 'nm0606688', 'nm0171253']",6.5,385000317
Happy Feet Two,"['Adventure', 'Animation', 'Comedy']","['nm0004306', 'nm0248495', 'nm1668276']","['nm0004306', 'nm0248495', 'nm0171253', 'nm0515282', 'nm0171722', 'nm0606688']",5.9,157956466
Happy Gilmore,"['Comedy', 'Sport']",['nm0240797'],"['nm0379056', 'nm0001191']",7.0,41004412
Hard Rain,"['Action', 'Crime', 'Drama']",['nm0004121'],['nm0003662'],5.8,19870567
Hard Target,"['Action', 'Thriller']",['nm0000247'],['nm0679326'],6.1,31636358
Hardball,"['Drama', 'Sport']",['nm0005367'],"['nm0185359', 'nm0309691']",6.4,43728560
Harriet the Spy,"['Comedy', 'Drama', 'Family']",['nm0400486'],"['nm0280447', 'nm0852430', 'nm0848027', 'nm0677956', 'nm0714246']",6.0,26570048
Harry Potter and the Chamber of Secrets,"['Adventure', 'Family', 'Fantasy']",['nm0001060'],"['nm0746830', 'nm0460141']",7.4,878979634
Harry Potter and the Goblet of Fire,"['Adventure', 'Family', 'Fantasy']",['nm0001565'],"['nm0460141', 'nm0746830']",7.7,896911078
Harry Potter and the Half-Blood Prince,"['Adventure', 'Family', 'Fantasy']",['nm0946734'],"['nm0460141', 'nm0746830']",7.6,935083686
Harry Potter and the Order of the Phoenix,"['Adventure', 'Family', 'Fantasy']",['nm0946734'],"['nm0325533', 'nm0746830']",7.5,942943935
Harry Potter and the Prisoner of Azkaban,"['Adventure', 'Family', 'Fantasy']",['nm0190859'],"['nm0746830', 'nm0460141']",7.9,796688549
Hart's War,"['Drama', 'War']",['nm0387706'],"['nm0441896', 'nm0712753', 'nm0313623']",6.3,33076815
He Got Game,"['Drama', 'Sport']",['nm0000490'],['nm0000490'],6.9,22411948
He's Just Not That Into You,"['Comedy', 'Drama', 'Romance']",['nm0477129'],"['nm0463359', 'nm0799050', 'nm1021163', 'nm0875710']",6.4,181053657
Head of State,['Comedy'],['nm6855090'],"['nm5796652', 'nm5796653']",7.9,38283765
Head of State,['Comedy'],['nm0001674'],"['nm0001674', 'nm0503669']",5.4,38283765
Heart and Souls,"['Comedy', 'Drama', 'Fantasy']",['nm0881038'],"['nm0360810', 'nm0360779', 'nm0534681', 'nm0934093']",6.9,16479685
Heartbreakers,"['Comedy', 'Crime', 'Romance']",['nm0592400'],"['nm0242743', 'nm0345488', 'nm0563397']",6.2,57753825
Heartbreakers,"['Comedy', 'Romance']",['nm0821775'],['nm0821775'],5.6,57753825
Hearts in Atlantis,"['Drama', 'Mystery']",['nm0382956'],"['nm0000175', 'nm0001279']",6.9,30885781
Heat,"['Crime', 'Drama', 'Thriller']",['nm0000520'],['nm0000520'],8.2,187436281
Heavy Weights,"['Comedy', 'Drama', 'Family']",['nm0109359'],"['nm0031976', 'nm0109359']",6.7,17671310
Heist,"['Action', 'Crime', 'Thriller']",['nm1470993'],"['nm1737241', 'nm2809844']",6.1,28906817
Heist,"['Action', 'Crime']","['nm0430156', 'nm1369882']",['nm0430156'],5.0,28906817
Heist,"['Action', 'Crime', 'Drama']",['nm0000519'],['nm0000519'],6.5,28906817
Heist,"['Crime', 'Thriller']",['nm0744284'],['nm0744284'],4.0,28906817
Hellboy,"['Action', 'Fantasy', 'Horror']",['nm0868219'],"['nm0868219', 'nm1486009', 'nm0586005']",6.9,99823958
Hellboy II: The Golden Army,"['Action', 'Adventure', 'Fantasy']",['nm0868219'],"['nm0868219', 'nm0586005']",7.0,160388063
Hellraiser III: Hell on Earth,['Horror'],['nm0382776'],"['nm0000850', 'nm0040643', 'nm0709752']",5.5,12525537
Henry & June,"['Biography', 'Drama']",['nm0442241'],"['nm0632405', 'nm0442241', 'nm0442249']",6.3,23411903
Hercules,"['Action', 'Adventure', 'Fantasy']",['nm0711840'],"['nm2952284', 'nm0818746', 'nm5610426']",6.0,250700000
Hercules,"['Action', 'Adventure', 'Fantasy']",['nm0711840'],"['nm2952284', 'nm0818746', 'nm5610426']",6.0,243388614
Hercules,['Comedy'],"['nm1136348', 'nm1387145']",['nm3374598'],6.2,250700000
Hercules,['Comedy'],"['nm1136348', 'nm1387145']",['nm3374598'],6.2,243388614
Hercules,"['Adventure', 'Animation', 'Comedy']","['nm0166256', 'nm0615780']","['nm0166256', 'nm0615780', 'nm0568490', 'nm0789624', 'nm0575293', 'nm0436314', 'nm0927845', 'nm0142200', 'nm0708319', 'nm0811279', 'nm0314788', 'nm0361315', 'nm1073262', 'nm0322368', 'nm0448208', 'nm0606407', 'nm0234837', 'nm0258059']",7.3,250700000
Hercules,"['Adventure', 'Animation', 'Comedy']","['nm0166256', 'nm0615780']","['nm0166256', 'nm0615780', 'nm0568490', 'nm0789624', 'nm0575293', 'nm0436314', 'nm0927845', 'nm0142200', 'nm0708319', 'nm0811279', 'nm0314788', 'nm0361315', 'nm1073262', 'nm0322368', 'nm0448208', 'nm0606407', 'nm0234837', 'nm0258059']",7.3,243388614
Here Comes the Boom,"['Action', 'Comedy', 'Sport']",['nm0178997'],"['nm1615610', 'nm0416673', 'nm0720609']",6.4,73239258
Hereafter,"['Drama', 'Fantasy']",['nm0000142'],['nm0604948'],6.5,105246941
Hero,"['Action', 'Drama', 'Romance']",['nm0012541'],"['nm0007131', 'nm0012541', 'nm6235677']",3.7,66787173
Hero,"['Action', 'Drama', 'Romance']",['nm0012541'],"['nm0007131', 'nm0012541', 'nm6235677']",3.7,69671205
Hero,"['Crime', 'Drama']",['nm1039140'],['nm0297990'],6.3,66787173
Hero,"['Crime', 'Drama']",['nm1039140'],['nm0297990'],6.3,69671205
Hero,['Drama'],['nm2361244'],"['nm2361244', 'nm6750197']",6.4,66787173
Hero,['Drama'],['nm2361244'],"['nm2361244', 'nm6750197']",6.4,69671205
Hero,"['Action', 'Drama', 'Thriller']",['nm1633006'],['nm3273792'],3.7,66787173
Hero,"['Action', 'Drama', 'Thriller']",['nm1633006'],['nm3273792'],3.7,69671205
Hero,['Romance'],['\\N'],['\\N'],3.2,66787173
Hero,['Romance'],['\\N'],['\\N'],3.2,69671205
Hero,['Drama'],['nm1039140'],['nm0297990'],6.9,66787173
Hero,['Drama'],['nm1039140'],['nm0297990'],6.9,69671205
Hero,"['Action', 'Musical', 'Romance']",['nm3235404'],['\\N'],7.3,66787173
Hero,"['Action', 'Musical', 'Romance']",['nm3235404'],['\\N'],7.3,69671205
Hero,"['Action', 'Adventure', 'History']",['nm0955443'],"['nm1104077', 'nm0955443', 'nm0910841']",7.9,66787173
Hero,"['Action', 'Adventure', 'History']",['nm0955443'],"['nm1104077', 'nm0955443', 'nm0910841']",7.9,69671205
Hero,"['Action', 'Drama']",['nm0477035'],['nm0311508'],6.4,66787173
Hero,"['Action', 'Drama']",['nm0477035'],['nm0311508'],6.4,69671205
Hero,"['Comedy', 'Drama', 'Romance']",['nm0001241'],"['nm0957205', 'nm0765091', 'nm0672459']",6.5,66787173
Hero,"['Comedy', 'Drama', 'Romance']",['nm0001241'],"['nm0957205', 'nm0765091', 'nm0672459']",6.5,69671205
Hidalgo,"['Action', 'Adventure', 'Biography']",['nm0002653'],['nm0299301'],6.7,108086731
Hidden Figures,"['Biography', 'Drama', 'History']",['nm0577647'],"['nm2284377', 'nm0577647', 'nm7446421']",7.8,231771716
Hide and Seek,['Comedy'],['nm0770257'],['nm0687861'],7.0,123696741
Hide and Seek,"['Comedy', 'Crime']",['nm6408301'],['\\N'],6.6,123696741
Hide and Seek,"['Mystery', 'Thriller']",['nm0514952'],"['nm0514952', 'nm6482501']",5.8,123696741
Hide and Seek,"['Action', 'Horror', 'Thriller']",['nm5913711'],['nm5913711'],6.4,123696741
Hide and Seek,"['Horror', 'Thriller']",['nm2159476'],['nm1306746'],5.4,123696741
Hide and Seek,['Drama'],['nm2479966'],['nm2479966'],3.9,123696741
Hide and Seek,"['Drama', 'Horror', 'Mystery']",['nm0689852'],['nm1324179'],5.9,123696741
Hide and Seek,['Drama'],"['nm1137301', 'nm2280005']","['nm1137301', 'nm2280005']",4.1,123696741
Hide and Seek,"['Drama', 'Thriller']",['nm0003971'],['nm0003971'],3.8,123696741
High Crimes,"['Crime', 'Drama', 'Mystery']",['nm0002083'],"['nm0277511', 'nm0954693', 'nm0081060']",6.3,63781100
High Fidelity,"['Comedy', 'Drama', 'Music']",['nm0001241'],"['nm0394984', 'nm0222584', 'nm0684336', 'nm0000131', 'nm0003298']",7.5,47881663
High School High,"['Comedy', 'Crime', 'Romance']",['nm0000952'],"['nm0001878', 'nm0516598', 'nm0698493']",5.5,20995023
High School Musical 3: Senior Year,"['Comedy', 'Drama', 'Family']",['nm0650905'],['nm0058302'],4.7,274392880
Higher Learning,"['Crime', 'Drama', 'Romance']",['nm0005436'],['nm0005436'],6.5,38023585
Highlander II: The Quickening,"['Action', 'Adventure', 'Fantasy']",['nm0611683'],"['nm0927074', 'nm0166018', 'nm0659949', 'nm0069282']",4.1,14184134
Hitch,['\\N'],['nm0334488'],"['nm5370399', 'nm0727929']",7.4,366784257
Hitch,"['Comedy', 'Romance']",['nm0855035'],['nm1358355'],6.6,366784257
Hitman,['Action'],['nm7914788'],"['nm1416190', 'nm4683293', 'nm7914788']",4.6,99135571
Hitman,['Action'],['nm0599004'],"['nm0599004', 'nm1283534']",5.9,99135571
Hitman,"['Action', 'Crime', 'Drama']",['nm1164755'],['nm0940790'],6.3,99135571
Hitman,"['Action', 'Comedy', 'Crime']",['nm0876600'],"['nm0150916', 'nm0155583', 'nm0463674', 'nm0611344']",6.2,99135571
Hitman,['Action'],"['nm1690989', 'nm1690965']","['nm1690965', 'nm1690989']",7.5,99135571
Hitman: Agent 47,"['Action', 'Adventure', 'Crime']",['nm5507490'],"['nm0412282', 'nm2288699', 'nm0940790', 'nm3360218']",5.7,82184298
Hocus Pocus,"['Comedy', 'Family', 'Fantasy']",['nm0650905'],"['nm0456946', 'nm0308376', 'nm0193854']",6.8,39360491
Hoffa,"['Biography', 'Crime', 'Drama']",['nm0000362'],['nm0000519'],6.6,28391473
Holes,"['Adventure', 'Comedy', 'Drama']",['nm0001112'],['nm1144337'],7.0,71232214
Hollow Man,"['Action', 'Horror', 'Sci-Fi']",['nm0000682'],"['nm0860155', 'nm0549256']",5.7,191200000
Hollywood Homicide,"['Action', 'Comedy', 'Crime']",['nm0005421'],"['nm1226736', 'nm0005421']",5.3,50409753
Home,['Drama'],['nm3366326'],['nm3366326'],9.3,385997896
Home,"['Drama', 'Horror', 'Thriller']",['nm1860624'],"['nm1344057', 'nm1860624']",4.0,385997896
Home,['Drama'],['nm0873260'],"['nm0504895', 'nm0873260']",7.3,385997896
Home,"['Adventure', 'Animation', 'Comedy']",['nm0426333'],"['nm0040022', 'nm0256079', 'nm5199482']",6.6,385997896
Home,['Drama'],['nm0646895'],['nm0646895'],7.0,385997896
Home,"['Drama', 'Romance']",['nm2167690'],['nm2167690'],6.9,385997896
Home,['Drama'],['nm0688239'],['nm0688239'],7.5,385997896
Home,['Drama'],['nm0960230'],['\\N'],6.1,385997896
Home,"['Documentary', 'Drama', 'Family']",['nm0037867'],"['nm0139203', 'nm1136970', 'nm3436107', 'nm0267251', 'nm0037867']",8.6,385997896
Home,['Drama'],['nm0576732'],"['nm0576732', 'nm0413051', 'nm0221613', 'nm0851522', 'nm0520569', 'nm1356951']",7.0,385997896
Home,['Documentary'],['nm1571987'],['nm1571987'],8.3,385997896
Home,['Drama'],['nm1185089'],['nm1185089'],5.7,385997896
Home,['Documentary'],['nm2865663'],['nm2866703'],6.1,385997896
Home,['Drama'],['nm1194101'],['nm1194101'],4.6,385997896
Home,['Documentary'],['nm1823299'],['\\N'],7.7,385997896
Home,"['Comedy', 'Drama']",['nm1228866'],['nm1228866'],5.5,385997896
Home Alone,"['Comedy', 'Family']",['nm0001060'],['nm0000455'],7.5,476684675
Home Alone 2: Lost in New York,"['Adventure', 'Comedy', 'Family']",['nm0001060'],['nm0000455'],6.7,358994850
Home for the Holidays,"['Comedy', 'Drama', 'Romance']",['nm0000149'],"['nm0705331', 'nm0725379']",6.6,22119269
Home on the Range,"['Adventure', 'Animation', 'Comedy']","['nm0278181', 'nm0998551']","['nm0278181', 'nm0998551', 'nm1713427', 'nm0505946', 'nm0448208', 'nm0501729', 'nm0062773', 'nm0475211', 'nm0504670', 'nm0518951', 'nm0524710', 'nm0636236', 'nm0682473', 'nm0683724', 'nm0683737', 'nm0957798', 'nm1073250', 'nm2320658']",5.4,76482461
Homeward Bound II: Lost in San Francisco,"['Adventure', 'Comedy', 'Family']",['nm0254786'],"['nm0369675', 'nm0382997', 'nm0122484']",5.9,32709423
Homeward Bound: The Incredible Journey,"['Adventure', 'Comedy', 'Drama']",['nm0242271'],"['nm0122484', 'nm0003031', 'nm0941314']",6.9,41833324
Honey,"['Drama', 'Romance']",['nm5325664'],['nm8974757'],7.5,62646763
Honey,['Drama'],['nm0000420'],"['nm5003478', 'nm0000420', 'nm0545690', 'nm0763460']",6.8,62646763
Honey,['Drama'],['nm0969427'],"['nm0969427', 'nm2640072']",7.2,62646763
Honey,"['Drama', 'Music', 'Romance']",['nm0937306'],"['nm1188393', 'nm0914760']",5.3,62646763
Honey,"['Drama', 'Romance']",['nm1129358'],['nm1129358'],6.8,62646763
Honey I Blew Up the Kid,"['Adventure', 'Comedy', 'Family']",['nm0459170'],"['nm0002340', 'nm0951206', 'nm0619547', 'nm0329340', 'nm0248054', 'nm0253004']",4.8,58662452
Honeymoon in Vegas,"['Comedy', 'Romance', 'Thriller']",['nm0000921'],['nm0000921'],5.8,35208854
Hoodlum,"['Crime', 'Drama']",['nm0004886'],['nm0104333'],6.3,23489997
Hook,"['Adventure', 'Comedy', 'Family']",['nm0000229'],"['nm0057381', 'nm0366337', 'nm0145309', 'nm0549369']",6.7,300854823
Hop,"['Adventure', 'Animation', 'Comedy']",['nm0384722'],"['nm0666791', 'nm0202425', 'nm0528244']",5.5,188657593
Hop,"['Comedy', 'Drama']",['nm0822012'],"['nm0822012', 'nm0369107', 'nm6691051']",6.9,188657593
Hope Floats,"['Drama', 'Romance']",['nm0001845'],['nm0737216'],5.9,81529000
Hope Springs,"['Comedy', 'Drama', 'Romance']",['nm0291205'],['nm0961827'],6.3,133085295
Hope Springs,"['Comedy', 'Romance']",['nm0379179'],"['nm0379179', 'nm0916047']",5.4,133085295
Horrible Bosses,"['Comedy', 'Crime']",['nm1164861'],"['nm0002864', 'nm0197855', 'nm0326246']",6.9,212417601
Horrible Bosses 2,"['Comedy', 'Crime']",['nm1890845'],"['nm1890845', 'nm1898234', 'nm0326246', 'nm0197855', 'nm0002864']",6.3,105945357
Hostage,"['Comedy', 'Drama', 'History']",['nm0638434'],"['nm0685546', 'nm0881636']",6.4,77636443
Hostage,['Thriller'],['nm3723066'],['nm3723066'],5.7,77636443
Hostage,['Drama'],['nm0474593'],"['nm0474593', 'nm1987197']",8.2,77636443
Hostage,"['Crime', 'Drama', 'Thriller']",['nm0316230'],['nm0316230'],6.1,77636443
Hostage,"['Action', 'Crime', 'Drama']",['nm0802807'],"['nm0186101', 'nm0724514']",6.6,77636443
Hostage,['Action'],['nm0759218'],"['nm0498080', 'nm1310957', 'nm1283534', 'nm0599004', 'nm2106854']",7.1,77636443
Hostage,['Drama'],['nm0839273'],['nm0839273'],5.8,77636443
Hostage,"['Action', 'Drama', 'Thriller']",['nm0950000'],"['nm0020142', 'nm0393938']",4.9,77636443
Hostel,['Drama'],['nm7273291'],['nm7273291'],5.9,82241110
Hostel,"['Action', 'Crime', 'Drama']",['nm1913302'],"['nm1913302', 'nm2390228']",5.1,82241110
Hostel,['Horror'],['nm0744834'],['nm0744834'],5.9,82241110
Hot Fuzz,"['Action', 'Comedy']",['nm0942367'],"['nm0942367', 'nm0670408']",7.9,81742618
Hot Shots!,"['Action', 'Comedy']",['nm0000720'],"['nm0000720', 'nm0698493']",6.7,176267322
Hot Shots! Part Deux,"['Action', 'Comedy']",['nm0000720'],"['nm0000720', 'nm0698493']",6.6,133448689
Hot Tub Time Machine,"['Comedy', 'Sci-Fi']",['nm0684336'],"['nm0372222', 'nm1890845', 'nm1898234']",6.4,65967750
Hotel Transylvania,"['Animation', 'Comedy', 'Family']",['nm0850733'],"['nm0063165', 'nm0806912', 'nm0244110', 'nm1087952', 'nm1156984']",7.1,378505812
Hotel Transylvania 2,"['Animation', 'Comedy', 'Family']",['nm0850733'],"['nm0806912', 'nm0001191', 'nm0244110']",6.7,469500298
Hotel for Dogs,"['Comedy', 'Family']",['nm0294457'],"['nm0566407', 'nm0242028', 'nm0523094', 'nm0774792']",5.4,122357172
House Party,"['Comedy', 'Music', 'Romance']",['nm0399737'],['nm0399737'],6.4,26385627
House Party 2,"['Comedy', 'Drama', 'Music']","['nm0413547', 'nm0570408']","['nm0399737', 'nm0192090', 'nm0630012']",5.2,19438638
House Party 3,"['Comedy', 'Music', 'Romance']",['nm0583754'],"['nm0399737', 'nm0867195', 'nm0119405']",4.4,19194572
House of Flying Daggers,"['Action', 'Adventure', 'Drama']",['nm0955443'],"['nm1104077', 'nm0910841', 'nm0955443']",7.6,92863945
House of Wax,"['Horror', 'Mystery', 'Thriller']",['nm1429471'],"['nm0067676', 'nm0370937', 'nm0370928']",5.3,70064800
House on Haunted Hill,"['Horror', 'Mystery', 'Thriller']",['nm0540532'],"['nm0925380', 'nm0066243']",5.6,65090541
HouseSitter,"['Comedy', 'Romance']",['nm0000568'],"['nm0825559', 'nm0004976']",6.1,94900635
Houseguest,['Comedy'],['nm0589168'],"['nm0223844', 'nm0310782']",6.0,26325256
How High,"['Comedy', 'Fantasy']",['nm0245888'],['nm0008935'],6.3,31222395
How Stella Got Her Groove Back,"['Comedy', 'Drama', 'Romance']",['nm0838198'],"['nm0573334', 'nm0060103']",5.6,37672944
How the Grinch Stole Christmas,"['Comedy', 'Family', 'Fantasy']",['nm0000165'],"['nm0317450', 'nm0696949', 'nm0780620']",6.1,345141403
How to Lose a Guy in 10 Days,"['Comedy', 'Romance']",['nm0677953'],"['nm0018630', 'nm0519009', 'nm0118649', 'nm0716391', 'nm0824882']",6.4,178890782
How to Make an American Quilt,"['Comedy', 'Drama', 'Romance']",['nm0602104'],"['nm0653307', 'nm0026862']",6.2,23600020
How to Train Your Dragon,"['Action', 'Adventure', 'Animation']","['nm0761498', 'nm0213450']","['nm0204030', 'nm0213450', 'nm0761498', 'nm2441763', 'nm1104057']",8.1,494870992
How to Train Your Dragon 2,"['Action', 'Adventure', 'Animation']",['nm0213450'],"['nm0213450', 'nm2441763']",7.8,614586270
Howards End,"['Drama', 'Romance']",['nm0412465'],"['nm0286950', 'nm0695609']",7.5,26317943
Hudson Hawk,"['Action', 'Adventure', 'Comedy']",['nm0499724'],"['nm0000246', 'nm0469234', 'nm0211823', 'nm0914058']",5.8,17218916
Hugo,['Documentary'],['nm6972547'],"['nm6972547', 'nm4197516']",7.8,180047784
Hugo,"['Adventure', 'Drama', 'Family']",['nm0000217'],"['nm0517589', 'nm2561765']",7.5,180047784
Hugo,['\\N'],['nm1190385'],['nm1190385'],6.8,180047784
Hulk,"['Action', 'Sci-Fi']",['nm0000487'],"['nm0498278', 'nm0456158', 'nm0770005', 'nm0877273', 'nm0289833']",5.7,245075434
Husbands and Wives,"['Comedy', 'Drama', 'Romance']",['nm0000095'],['nm0000095'],7.6,10555619
I Am Sam,['Drama'],['nm0625458'],"['nm0425581', 'nm0625458']",7.6,92542418
I Belonged to You,"['Drama', 'Romance']",['nm1403892'],['nm4069449'],5.3,119418869
I Know What You Did Last Summer,"['Horror', 'Mystery']",['nm0318947'],"['nm0242028', 'nm0932078']",5.7,125250091
I Love Trouble,"['Action', 'Comedy', 'Romance']",['nm0796124'],"['nm0583600', 'nm0796124']",5.3,61947267
I Love You to Death,['Comedy'],['nm4596196'],['nm8263624'],6.1,15600149
